code,name
C473,MALIGNANT NEOPLASM OF PERIPHERAL NERVES OF THORAX
C474,MALIGNANT NEOPLASM OF PERIPHERAL NERVES OF ABDOMEN
C475,MALIGNANT NEOPLASM OF PERIPHERAL NERVES OF PELVIS
C476,"MALIGNANT NEOPLASM OF PERIPHERAL NERVES OF TRUNK, UNSP"
C478,MALIG NEOPLM OF OVRLP SITES OF PRPH NRV AND AUTONM NRV SYS
C479,"MALIG NEOPLASM OF PRPH NERVES AND AUTONM NERVOUS SYS, UNSP"
C480,MALIGNANT NEOPLASM OF RETROPERITONEUM
C481,MALIGNANT NEOPLASM OF SPECIFIED PARTS OF PERITONEUM
C482,"MALIGNANT NEOPLASM OF PERITONEUM, UNSPECIFIED"
C488,MALIG NEOPLASM OF OVRLP SITES OF RETROPERITON AND PERITONEUM
C490,"MALIG NEOPLM OF CONN AND SOFT TISSUE OF HEAD, FACE AND NECK"
C4910,"MALIG NEOPLM OF CONN & SOFT TISS OF UNSP UPR LMB, INC SHLDR"
C4911,"MALIG NEOPLM OF CONN AND SOFT TISS OF R UPR LIMB, INC SHLDR"
C4912,"MALIG NEOPLM OF CONN AND SOFT TISS OF L UPR LIMB, INC SHLDR"
C4920,"MALIG NEOPLM OF CONN AND SOFT TISS OF UNSP LOW LIMB, INC HIP"
C4921,"MALIG NEOPLM OF CONN AND SOFT TISS OF R LOW LIMB, INC HIP"
C4922,"MALIG NEOPLM OF CONN AND SOFT TISS OF LEFT LOW LIMB, INC HIP"
C493,MALIGNANT NEOPLASM OF CONNECTIVE AND SOFT TISSUE OF THORAX
C494,MALIGNANT NEOPLASM OF CONNECTIVE AND SOFT TISSUE OF ABDOMEN
C495,MALIGNANT NEOPLASM OF CONNECTIVE AND SOFT TISSUE OF PELVIS
C496,"MALIGNANT NEOPLASM OF CONN AND SOFT TISSUE OF TRUNK, UNSP"
C498,MALIGNANT NEOPLASM OF OVRLP SITES OF CONN AND SOFT TISSUE
C499,"MALIGNANT NEOPLASM OF CONNECTIVE AND SOFT TISSUE, UNSP"
C49A0,"GASTROINTESTINAL STROMAL TUMOR, UNSPECIFIED SITE"
C49A1,GASTROINTESTINAL STROMAL TUMOR OF ESOPHAGUS
C49A2,GASTROINTESTINAL STROMAL TUMOR OF STOMACH
C49A3,GASTROINTESTINAL STROMAL TUMOR OF SMALL INTESTINE
C49A4,GASTROINTESTINAL STROMAL TUMOR OF LARGE INTESTINE
C49A5,GASTROINTESTINAL STROMAL TUMOR OF RECTUM
C49A9,GASTROINTESTINAL STROMAL TUMOR OF OTHER SITES
C4A0,MERKEL CELL CARCINOMA OF LIP
C4A10,"MERKEL CELL CARCINOMA OF UNSP EYELID, INCLUDING CANTHUS"
C4A11,"MERKEL CELL CARCINOMA OF RIGHT EYELID, INCLUDING CANTHUS"
C4A111,"MERKEL CELL CARCINOMA OF RIGHT UPPER EYELID, INC CANTHUS"
C4A112,"MERKEL CELL CARCINOMA OF RIGHT LOWER EYELID, INC CANTHUS"
C4A12,"MERKEL CELL CARCINOMA OF LEFT EYELID, INCLUDING CANTHUS"
C4A121,"MERKEL CELL CARCINOMA OF LEFT UPPER EYELID, INC CANTHUS"
C4A122,"MERKEL CELL CARCINOMA OF LEFT LOWER EYELID, INC CANTHUS"
C4A20,MERKEL CELL CARCINOMA OF UNSP EAR AND EXTERNAL AURIC CANAL
C4A21,MERKEL CELL CARCINOMA OF RIGHT EAR AND EXTERNAL AURIC CANAL
C4A22,MERKEL CELL CARCINOMA OF LEFT EAR AND EXTERNAL AURIC CANAL
C4A30,MERKEL CELL CARCINOMA OF UNSPECIFIED PART OF FACE
C4A31,MERKEL CELL CARCINOMA OF NOSE
C4A39,MERKEL CELL CARCINOMA OF OTHER PARTS OF FACE
C4A4,MERKEL CELL CARCINOMA OF SCALP AND NECK
C4A51,MERKEL CELL CARCINOMA OF ANAL SKIN
C4A52,MERKEL CELL CARCINOMA OF SKIN OF BREAST
C4A59,MERKEL CELL CARCINOMA OF OTHER PART OF TRUNK
C4A60,"MERKEL CELL CARCINOMA OF UNSP UPPER LIMB, INCLUDING SHOULDER"
C4A61,"MERKEL CELL CARCINOMA OF RIGHT UPPER LIMB, INC SHOULDER"
C4A62,"MERKEL CELL CARCINOMA OF LEFT UPPER LIMB, INCLUDING SHOULDER"
C4A70,"MERKEL CELL CARCINOMA OF UNSP LOWER LIMB, INCLUDING HIP"
C4A71,"MERKEL CELL CARCINOMA OF RIGHT LOWER LIMB, INCLUDING HIP"
C4A72,"MERKEL CELL CARCINOMA OF LEFT LOWER LIMB, INCLUDING HIP"
C4A8,MERKEL CELL CARCINOMA OF OVERLAPPING SITES
C4A9,"MERKEL CELL CARCINOMA, UNSPECIFIED"
C50011,"MALIGNANT NEOPLASM OF NIPPLE AND AREOLA, RIGHT FEMALE BREAST"
C50012,"MALIGNANT NEOPLASM OF NIPPLE AND AREOLA, LEFT FEMALE BREAST"
C50019,"MALIGNANT NEOPLASM OF NIPPLE AND AREOLA, UNSP FEMALE BREAST"
C50021,"MALIGNANT NEOPLASM OF NIPPLE AND AREOLA, RIGHT MALE BREAST"
C50022,"MALIGNANT NEOPLASM OF NIPPLE AND AREOLA, LEFT MALE BREAST"
C50029,"MALIGNANT NEOPLASM OF NIPPLE AND AREOLA, UNSP MALE BREAST"
C50111,MALIGNANT NEOPLASM OF CENTRAL PORTION OF RIGHT FEMALE BREAST
C50112,MALIGNANT NEOPLASM OF CENTRAL PORTION OF LEFT FEMALE BREAST
C50119,MALIGNANT NEOPLASM OF CENTRAL PORTION OF UNSP FEMALE BREAST
C50121,MALIGNANT NEOPLASM OF CENTRAL PORTION OF RIGHT MALE BREAST
C50122,MALIGNANT NEOPLASM OF CENTRAL PORTION OF LEFT MALE BREAST
C50129,MALIGNANT NEOPLASM OF CENTRAL PORTION OF UNSP MALE BREAST
C50211,MALIG NEOPLM OF UPPER-INNER QUADRANT OF RIGHT FEMALE BREAST
C50212,MALIG NEOPLASM OF UPPER-INNER QUADRANT OF LEFT FEMALE BREAST
C50219,MALIG NEOPLASM OF UPPER-INNER QUADRANT OF UNSP FEMALE BREAST
C50221,MALIG NEOPLASM OF UPPER-INNER QUADRANT OF RIGHT MALE BREAST
C50222,MALIG NEOPLASM OF UPPER-INNER QUADRANT OF LEFT MALE BREAST
C50229,MALIG NEOPLASM OF UPPER-INNER QUADRANT OF UNSP MALE BREAST
C50311,MALIG NEOPLM OF LOWER-INNER QUADRANT OF RIGHT FEMALE BREAST
C50312,MALIG NEOPLASM OF LOWER-INNER QUADRANT OF LEFT FEMALE BREAST
C50319,MALIG NEOPLASM OF LOWER-INNER QUADRANT OF UNSP FEMALE BREAST
C50321,MALIG NEOPLASM OF LOWER-INNER QUADRANT OF RIGHT MALE BREAST
C50322,MALIG NEOPLASM OF LOWER-INNER QUADRANT OF LEFT MALE BREAST
C50329,MALIG NEOPLASM OF LOWER-INNER QUADRANT OF UNSP MALE BREAST
C50411,MALIG NEOPLM OF UPPER-OUTER QUADRANT OF RIGHT FEMALE BREAST
C50412,MALIG NEOPLASM OF UPPER-OUTER QUADRANT OF LEFT FEMALE BREAST
C50419,MALIG NEOPLASM OF UPPER-OUTER QUADRANT OF UNSP FEMALE BREAST
C50421,MALIG NEOPLASM OF UPPER-OUTER QUADRANT OF RIGHT MALE BREAST
C50422,MALIG NEOPLASM OF UPPER-OUTER QUADRANT OF LEFT MALE BREAST
C50429,MALIG NEOPLASM OF UPPER-OUTER QUADRANT OF UNSP MALE BREAST
C50511,MALIG NEOPLM OF LOWER-OUTER QUADRANT OF RIGHT FEMALE BREAST
C50512,MALIG NEOPLASM OF LOWER-OUTER QUADRANT OF LEFT FEMALE BREAST
C50519,MALIG NEOPLASM OF LOWER-OUTER QUADRANT OF UNSP FEMALE BREAST
C50521,MALIG NEOPLASM OF LOWER-OUTER QUADRANT OF RIGHT MALE BREAST
C50522,MALIG NEOPLASM OF LOWER-OUTER QUADRANT OF LEFT MALE BREAST
C50529,MALIG NEOPLASM OF LOWER-OUTER QUADRANT OF UNSP MALE BREAST
C50611,MALIGNANT NEOPLASM OF AXILLARY TAIL OF RIGHT FEMALE BREAST
C50612,MALIGNANT NEOPLASM OF AXILLARY TAIL OF LEFT FEMALE BREAST
C50619,MALIGNANT NEOPLASM OF AXILLARY TAIL OF UNSP FEMALE BREAST
C50621,MALIGNANT NEOPLASM OF AXILLARY TAIL OF RIGHT MALE BREAST
C50622,MALIGNANT NEOPLASM OF AXILLARY TAIL OF LEFT MALE BREAST
C50629,MALIGNANT NEOPLASM OF AXILLARY TAIL OF UNSP MALE BREAST
C50811,MALIGNANT NEOPLASM OF OVRLP SITES OF RIGHT FEMALE BREAST
C50812,MALIGNANT NEOPLASM OF OVRLP SITES OF LEFT FEMALE BREAST
C50819,MALIGNANT NEOPLASM OF OVRLP SITES OF UNSP FEMALE BREAST
C50821,MALIGNANT NEOPLASM OF OVERLAPPING SITES OF RIGHT MALE BREAST
C50822,MALIGNANT NEOPLASM OF OVERLAPPING SITES OF LEFT MALE BREAST
C50829,MALIGNANT NEOPLASM OF OVERLAPPING SITES OF UNSP MALE BREAST
C50911,MALIGNANT NEOPLASM OF UNSP SITE OF RIGHT FEMALE BREAST
C50912,MALIGNANT NEOPLASM OF UNSPECIFIED SITE OF LEFT FEMALE BREAST
C50919,MALIGNANT NEOPLASM OF UNSP SITE OF UNSPECIFIED FEMALE BREAST
C50921,MALIGNANT NEOPLASM OF UNSPECIFIED SITE OF RIGHT MALE BREAST
C50922,MALIGNANT NEOPLASM OF UNSPECIFIED SITE OF LEFT MALE BREAST
C50929,MALIGNANT NEOPLASM OF UNSP SITE OF UNSPECIFIED MALE BREAST
C510,MALIGNANT NEOPLASM OF LABIUM MAJUS
C511,MALIGNANT NEOPLASM OF LABIUM MINUS
C512,MALIGNANT NEOPLASM OF CLITORIS
C518,MALIGNANT NEOPLASM OF OVERLAPPING SITES OF VULVA
C519,"MALIGNANT NEOPLASM OF VULVA, UNSPECIFIED"
C52,MALIGNANT NEOPLASM OF VAGINA
C530,MALIGNANT NEOPLASM OF ENDOCERVIX
C531,MALIGNANT NEOPLASM OF EXOCERVIX
C538,MALIGNANT NEOPLASM OF OVERLAPPING SITES OF CERVIX UTERI
C539,"MALIGNANT NEOPLASM OF CERVIX UTERI, UNSPECIFIED"
C540,MALIGNANT NEOPLASM OF ISTHMUS UTERI
C541,MALIGNANT NEOPLASM OF ENDOMETRIUM
C542,MALIGNANT NEOPLASM OF MYOMETRIUM
C543,MALIGNANT NEOPLASM OF FUNDUS UTERI
C548,MALIGNANT NEOPLASM OF OVERLAPPING SITES OF CORPUS UTERI
C549,"MALIGNANT NEOPLASM OF CORPUS UTERI, UNSPECIFIED"
C55,"MALIGNANT NEOPLASM OF UTERUS, PART UNSPECIFIED"
C561,MALIGNANT NEOPLASM OF RIGHT OVARY
C562,MALIGNANT NEOPLASM OF LEFT OVARY
C569,MALIGNANT NEOPLASM OF UNSPECIFIED OVARY
C5700,MALIGNANT NEOPLASM OF UNSPECIFIED FALLOPIAN TUBE
C5701,MALIGNANT NEOPLASM OF RIGHT FALLOPIAN TUBE
C5702,MALIGNANT NEOPLASM OF LEFT FALLOPIAN TUBE
C5710,MALIGNANT NEOPLASM OF UNSPECIFIED BROAD LIGAMENT
C5711,MALIGNANT NEOPLASM OF RIGHT BROAD LIGAMENT
C5712,MALIGNANT NEOPLASM OF LEFT BROAD LIGAMENT
C5720,MALIGNANT NEOPLASM OF UNSPECIFIED ROUND LIGAMENT
C5721,MALIGNANT NEOPLASM OF RIGHT ROUND LIGAMENT
C5722,MALIGNANT NEOPLASM OF LEFT ROUND LIGAMENT
C573,MALIGNANT NEOPLASM OF PARAMETRIUM
C574,"MALIGNANT NEOPLASM OF UTERINE ADNEXA, UNSPECIFIED"
C577,MALIGNANT NEOPLASM OF OTHER SPECIFIED FEMALE GENITAL ORGANS
C578,MALIGNANT NEOPLASM OF OVRLP SITES OF FEMALE GENITAL ORGANS
C579,"MALIGNANT NEOPLASM OF FEMALE GENITAL ORGAN, UNSPECIFIED"
C58,MALIGNANT NEOPLASM OF PLACENTA
C600,MALIGNANT NEOPLASM OF PREPUCE
C601,MALIGNANT NEOPLASM OF GLANS PENIS
C602,MALIGNANT NEOPLASM OF BODY OF PENIS
C608,MALIGNANT NEOPLASM OF OVERLAPPING SITES OF PENIS
C609,"MALIGNANT NEOPLASM OF PENIS, UNSPECIFIED"
C61,MALIGNANT NEOPLASM OF PROSTATE
C6200,MALIGNANT NEOPLASM OF UNSPECIFIED UNDESCENDED TESTIS
C6201,MALIGNANT NEOPLASM OF UNDESCENDED RIGHT TESTIS
C6202,MALIGNANT NEOPLASM OF UNDESCENDED LEFT TESTIS
C6210,MALIGNANT NEOPLASM OF UNSPECIFIED DESCENDED TESTIS
C6211,MALIGNANT NEOPLASM OF DESCENDED RIGHT TESTIS
C6212,MALIGNANT NEOPLASM OF DESCENDED LEFT TESTIS
C6290,"MALIG NEOPLASM OF UNSP TESTIS, UNSP DESCENDED OR UNDESCENDED"
C6291,"MALIG NEOPLM OF RIGHT TESTIS, UNSP DESCENDED OR UNDESCENDED"
C6292,"MALIG NEOPLASM OF LEFT TESTIS, UNSP DESCENDED OR UNDESCENDED"
C6300,MALIGNANT NEOPLASM OF UNSPECIFIED EPIDIDYMIS
C6301,MALIGNANT NEOPLASM OF RIGHT EPIDIDYMIS
C6302,MALIGNANT NEOPLASM OF LEFT EPIDIDYMIS
C6310,MALIGNANT NEOPLASM OF UNSPECIFIED SPERMATIC CORD
C6311,MALIGNANT NEOPLASM OF RIGHT SPERMATIC CORD
C6312,MALIGNANT NEOPLASM OF LEFT SPERMATIC CORD
C632,MALIGNANT NEOPLASM OF SCROTUM
C637,MALIGNANT NEOPLASM OF OTHER SPECIFIED MALE GENITAL ORGANS
C638,MALIGNANT NEOPLASM OF OVRLP SITES OF MALE GENITAL ORGANS
C639,"MALIGNANT NEOPLASM OF MALE GENITAL ORGAN, UNSPECIFIED"
C641,"MALIGNANT NEOPLASM OF RIGHT KIDNEY, EXCEPT RENAL PELVIS"
C642,"MALIGNANT NEOPLASM OF LEFT KIDNEY, EXCEPT RENAL PELVIS"
C649,"MALIGNANT NEOPLASM OF UNSP KIDNEY, EXCEPT RENAL PELVIS"
C651,MALIGNANT NEOPLASM OF RIGHT RENAL PELVIS
C652,MALIGNANT NEOPLASM OF LEFT RENAL PELVIS
C659,MALIGNANT NEOPLASM OF UNSPECIFIED RENAL PELVIS
C661,MALIGNANT NEOPLASM OF RIGHT URETER
C662,MALIGNANT NEOPLASM OF LEFT URETER
C669,MALIGNANT NEOPLASM OF UNSPECIFIED URETER
C670,MALIGNANT NEOPLASM OF TRIGONE OF BLADDER
C671,MALIGNANT NEOPLASM OF DOME OF BLADDER
C672,MALIGNANT NEOPLASM OF LATERAL WALL OF BLADDER
C673,MALIGNANT NEOPLASM OF ANTERIOR WALL OF BLADDER
C674,MALIGNANT NEOPLASM OF POSTERIOR WALL OF BLADDER
C675,MALIGNANT NEOPLASM OF BLADDER NECK
C676,MALIGNANT NEOPLASM OF URETERIC ORIFICE
C677,MALIGNANT NEOPLASM OF URACHUS
C678,MALIGNANT NEOPLASM OF OVERLAPPING SITES OF BLADDER
C679,"MALIGNANT NEOPLASM OF BLADDER, UNSPECIFIED"
C680,MALIGNANT NEOPLASM OF URETHRA
C681,MALIGNANT NEOPLASM OF PARAURETHRAL GLANDS
C688,MALIGNANT NEOPLASM OF OVERLAPPING SITES OF URINARY ORGANS
C689,"MALIGNANT NEOPLASM OF URINARY ORGAN, UNSPECIFIED"
C6900,MALIGNANT NEOPLASM OF UNSPECIFIED CONJUNCTIVA
C6901,MALIGNANT NEOPLASM OF RIGHT CONJUNCTIVA
C6902,MALIGNANT NEOPLASM OF LEFT CONJUNCTIVA
C6910,MALIGNANT NEOPLASM OF UNSPECIFIED CORNEA
C6911,MALIGNANT NEOPLASM OF RIGHT CORNEA
C6912,MALIGNANT NEOPLASM OF LEFT CORNEA
C6920,MALIGNANT NEOPLASM OF UNSPECIFIED RETINA
C6921,MALIGNANT NEOPLASM OF RIGHT RETINA
C6922,MALIGNANT NEOPLASM OF LEFT RETINA
C6930,MALIGNANT NEOPLASM OF UNSPECIFIED CHOROID
C6931,MALIGNANT NEOPLASM OF RIGHT CHOROID
C6932,MALIGNANT NEOPLASM OF LEFT CHOROID
C6940,MALIGNANT NEOPLASM OF UNSPECIFIED CILIARY BODY
C6941,MALIGNANT NEOPLASM OF RIGHT CILIARY BODY
C6942,MALIGNANT NEOPLASM OF LEFT CILIARY BODY
C6950,MALIGNANT NEOPLASM OF UNSPECIFIED LACRIMAL GLAND AND DUCT
C6951,MALIGNANT NEOPLASM OF RIGHT LACRIMAL GLAND AND DUCT
C6952,MALIGNANT NEOPLASM OF LEFT LACRIMAL GLAND AND DUCT
C6960,MALIGNANT NEOPLASM OF UNSPECIFIED ORBIT
C6961,MALIGNANT NEOPLASM OF RIGHT ORBIT
C6962,MALIGNANT NEOPLASM OF LEFT ORBIT
C6980,MALIGNANT NEOPLASM OF OVRLP SITES OF UNSP EYE AND ADNEXA
C6981,MALIGNANT NEOPLASM OF OVRLP SITES OF RIGHT EYE AND ADNEXA
C6982,MALIGNANT NEOPLASM OF OVRLP SITES OF LEFT EYE AND ADNEXA
C6990,MALIGNANT NEOPLASM OF UNSPECIFIED SITE OF UNSPECIFIED EYE
C6991,MALIGNANT NEOPLASM OF UNSPECIFIED SITE OF RIGHT EYE
C6992,MALIGNANT NEOPLASM OF UNSPECIFIED SITE OF LEFT EYE
C700,MALIGNANT NEOPLASM OF CEREBRAL MENINGES
C701,MALIGNANT NEOPLASM OF SPINAL MENINGES
C709,"MALIGNANT NEOPLASM OF MENINGES, UNSPECIFIED"
C710,"MALIGNANT NEOPLASM OF CEREBRUM, EXCEPT LOBES AND VENTRICLES"
C711,MALIGNANT NEOPLASM OF FRONTAL LOBE
C712,MALIGNANT NEOPLASM OF TEMPORAL LOBE
C713,MALIGNANT NEOPLASM OF PARIETAL LOBE
C714,MALIGNANT NEOPLASM OF OCCIPITAL LOBE
C715,MALIGNANT NEOPLASM OF CEREBRAL VENTRICLE
C716,MALIGNANT NEOPLASM OF CEREBELLUM
C717,MALIGNANT NEOPLASM OF BRAIN STEM
C718,MALIGNANT NEOPLASM OF OVERLAPPING SITES OF BRAIN
C719,"MALIGNANT NEOPLASM OF BRAIN, UNSPECIFIED"
C720,MALIGNANT NEOPLASM OF SPINAL CORD
C721,MALIGNANT NEOPLASM OF CAUDA EQUINA
C7220,MALIGNANT NEOPLASM OF UNSPECIFIED OLFACTORY NERVE
C7221,MALIGNANT NEOPLASM OF RIGHT OLFACTORY NERVE
C7222,MALIGNANT NEOPLASM OF LEFT OLFACTORY NERVE
C7230,MALIGNANT NEOPLASM OF UNSPECIFIED OPTIC NERVE
C7231,MALIGNANT NEOPLASM OF RIGHT OPTIC NERVE
C7232,MALIGNANT NEOPLASM OF LEFT OPTIC NERVE
C7240,MALIGNANT NEOPLASM OF UNSPECIFIED ACOUSTIC NERVE
C7241,MALIGNANT NEOPLASM OF RIGHT ACOUSTIC NERVE
C7242,MALIGNANT NEOPLASM OF LEFT ACOUSTIC NERVE
C7250,MALIGNANT NEOPLASM OF UNSPECIFIED CRANIAL NERVE
C7259,MALIGNANT NEOPLASM OF OTHER CRANIAL NERVES
C729,"MALIGNANT NEOPLASM OF CENTRAL NERVOUS SYSTEM, UNSPECIFIED"
C73,MALIGNANT NEOPLASM OF THYROID GLAND
C7400,MALIGNANT NEOPLASM OF CORTEX OF UNSPECIFIED ADRENAL GLAND
C7401,MALIGNANT NEOPLASM OF CORTEX OF RIGHT ADRENAL GLAND
C7402,MALIGNANT NEOPLASM OF CORTEX OF LEFT ADRENAL GLAND
C7410,MALIGNANT NEOPLASM OF MEDULLA OF UNSPECIFIED ADRENAL GLAND
C7411,MALIGNANT NEOPLASM OF MEDULLA OF RIGHT ADRENAL GLAND
C7412,MALIGNANT NEOPLASM OF MEDULLA OF LEFT ADRENAL GLAND
C7490,MALIGNANT NEOPLASM OF UNSP PART OF UNSPECIFIED ADRENAL GLAND
C7491,MALIGNANT NEOPLASM OF UNSP PART OF RIGHT ADRENAL GLAND
C7492,MALIGNANT NEOPLASM OF UNSPECIFIED PART OF LEFT ADRENAL GLAND
C750,MALIGNANT NEOPLASM OF PARATHYROID GLAND
C751,MALIGNANT NEOPLASM OF PITUITARY GLAND
C752,MALIGNANT NEOPLASM OF CRANIOPHARYNGEAL DUCT
C753,MALIGNANT NEOPLASM OF PINEAL GLAND
C754,MALIGNANT NEOPLASM OF CAROTID BODY
C755,MALIGNANT NEOPLASM OF AORTIC BODY AND OTHER PARAGANGLIA
C758,"MALIGNANT NEOPLASM WITH PLURIGLANDULAR INVOLVEMENT, UNSP"
C759,"MALIGNANT NEOPLASM OF ENDOCRINE GLAND, UNSPECIFIED"
C760,"MALIGNANT NEOPLASM OF HEAD, FACE AND NECK"
C761,MALIGNANT NEOPLASM OF THORAX
C762,MALIGNANT NEOPLASM OF ABDOMEN
C763,MALIGNANT NEOPLASM OF PELVIS
C7640,MALIGNANT NEOPLASM OF UNSPECIFIED UPPER LIMB
C7641,MALIGNANT NEOPLASM OF RIGHT UPPER LIMB
C7642,MALIGNANT NEOPLASM OF LEFT UPPER LIMB
C7650,MALIGNANT NEOPLASM OF UNSPECIFIED LOWER LIMB
C7651,MALIGNANT NEOPLASM OF RIGHT LOWER LIMB
C7652,MALIGNANT NEOPLASM OF LEFT LOWER LIMB
C768,MALIGNANT NEOPLASM OF OTHER SPECIFIED ILL-DEFINED SITES
C770,"SEC AND UNSP MALIG NEOPLASM OF NODES OF HEAD, FACE AND NECK"
C771,SECONDARY AND UNSP MALIGNANT NEOPLASM OF INTRATHORAC NODES
C772,SECONDARY AND UNSP MALIGNANT NEOPLASM OF INTRA-ABD NODES
C773,SEC AND UNSP MALIG NEOPLASM OF AXILLA AND UPPER LIMB NODES
C774,SEC AND UNSP MALIG NEOPLASM OF INGUINAL AND LOWER LIMB NODES
C775,SECONDARY AND UNSP MALIGNANT NEOPLASM OF INTRAPELV NODES
C778,SEC AND UNSP MALIG NEOPLASM OF NODES OF MULTIPLE REGIONS
C779,"SECONDARY AND UNSP MALIGNANT NEOPLASM OF LYMPH NODE, UNSP"
C7800,SECONDARY MALIGNANT NEOPLASM OF UNSPECIFIED LUNG
C7801,SECONDARY MALIGNANT NEOPLASM OF RIGHT LUNG
C7802,SECONDARY MALIGNANT NEOPLASM OF LEFT LUNG
C781,SECONDARY MALIGNANT NEOPLASM OF MEDIASTINUM
C782,SECONDARY MALIGNANT NEOPLASM OF PLEURA
C7830,SECONDARY MALIGNANT NEOPLASM OF UNSP RESPIRATORY ORGAN
C7839,SECONDARY MALIGNANT NEOPLASM OF OTHER RESPIRATORY ORGANS
C784,SECONDARY MALIGNANT NEOPLASM OF SMALL INTESTINE
C785,SECONDARY MALIGNANT NEOPLASM OF LARGE INTESTINE AND RECTUM
C786,SECONDARY MALIGNANT NEOPLASM OF RETROPERITON AND PERITONEUM
C787,SECONDARY MALIG NEOPLASM OF LIVER AND INTRAHEPATIC BILE DUCT
C7880,SECONDARY MALIGNANT NEOPLASM OF UNSPECIFIED DIGESTIVE ORGAN
C7889,SECONDARY MALIGNANT NEOPLASM OF OTHER DIGESTIVE ORGANS
C7900,SECONDARY MALIGNANT NEOPLASM OF UNSP KIDNEY AND RENAL PELVIS
C7901,SECONDARY MALIGNANT NEOPLASM OF R KIDNEY AND RENAL PELVIS
C7902,SECONDARY MALIGNANT NEOPLASM OF LEFT KIDNEY AND RENAL PELVIS
C7910,SECONDARY MALIGNANT NEOPLASM OF UNSPECIFIED URINARY ORGANS
C7911,SECONDARY MALIGNANT NEOPLASM OF BLADDER
C7919,SECONDARY MALIGNANT NEOPLASM OF OTHER URINARY ORGANS
C792,SECONDARY MALIGNANT NEOPLASM OF SKIN
C7931,SECONDARY MALIGNANT NEOPLASM OF BRAIN
C7932,SECONDARY MALIGNANT NEOPLASM OF CEREBRAL MENINGES
C7940,SECONDARY MALIGNANT NEOPLASM OF UNSP PART OF NERVOUS SYSTEM
C7949,SECONDARY MALIGNANT NEOPLASM OF OTH PARTS OF NERVOUS SYSTEM
C7951,SECONDARY MALIGNANT NEOPLASM OF BONE
C7952,SECONDARY MALIGNANT NEOPLASM OF BONE MARROW
C7960,SECONDARY MALIGNANT NEOPLASM OF UNSPECIFIED OVARY
C7961,SECONDARY MALIGNANT NEOPLASM OF RIGHT OVARY
C7962,SECONDARY MALIGNANT NEOPLASM OF LEFT OVARY
C7970,SECONDARY MALIGNANT NEOPLASM OF UNSPECIFIED ADRENAL GLAND
C7971,SECONDARY MALIGNANT NEOPLASM OF RIGHT ADRENAL GLAND
C7972,SECONDARY MALIGNANT NEOPLASM OF LEFT ADRENAL GLAND
C7981,SECONDARY MALIGNANT NEOPLASM OF BREAST
C7982,SECONDARY MALIGNANT NEOPLASM OF GENITAL ORGANS
C7989,SECONDARY MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES
C799,SECONDARY MALIGNANT NEOPLASM OF UNSPECIFIED SITE
C7A00,MALIGNANT CARCINOID TUMOR OF UNSPECIFIED SITE
C7A010,MALIGNANT CARCINOID TUMOR OF THE DUODENUM
C7A011,MALIGNANT CARCINOID TUMOR OF THE JEJUNUM
C7A012,MALIGNANT CARCINOID TUMOR OF THE ILEUM
C7A019,"MALIGNANT CARCINOID TUMOR OF THE SM INT, UNSP PORTION"
C7A020,MALIGNANT CARCINOID TUMOR OF THE APPENDIX
C7A021,MALIGNANT CARCINOID TUMOR OF THE CECUM
C7A022,MALIGNANT CARCINOID TUMOR OF THE ASCENDING COLON
C7A023,MALIGNANT CARCINOID TUMOR OF THE TRANSVERSE COLON
C7A024,MALIGNANT CARCINOID TUMOR OF THE DESCENDING COLON
C7A025,MALIGNANT CARCINOID TUMOR OF THE SIGMOID COLON
C7A026,MALIGNANT CARCINOID TUMOR OF THE RECTUM
C7A029,"MALIGNANT CARCINOID TUMOR OF THE LG INT, UNSP PORTION"
C7A090,MALIGNANT CARCINOID TUMOR OF THE BRONCHUS AND LUNG
C7A091,MALIGNANT CARCINOID TUMOR OF THE THYMUS
C7A092,MALIGNANT CARCINOID TUMOR OF THE STOMACH
C7A093,MALIGNANT CARCINOID TUMOR OF THE KIDNEY
C7A094,MALIGNANT CARCINOID TUMOR OF THE FOREGUT NOS
C7A094,"MALIGNANT CARCINOID TUMOR OF THE FOREGUT, UNSPECIFIED"
C7A095,MALIGNANT CARCINOID TUMOR OF THE MIDGUT NOS
C7A095,"MALIGNANT CARCINOID TUMOR OF THE MIDGUT, UNSPECIFIED"
C7A096,MALIGNANT CARCINOID TUMOR OF THE HINDGUT NOS
C7A096,"MALIGNANT CARCINOID TUMOR OF THE HINDGUT, UNSPECIFIED"
C7A098,MALIGNANT CARCINOID TUMORS OF OTHER SITES
C7A1,MALIGNANT POORLY DIFFERENTIATED NEUROENDOCRINE TUMORS
C7A8,OTHER MALIGNANT NEUROENDOCRINE TUMORS
C7B00,"SECONDARY CARCINOID TUMORS, UNSPECIFIED SITE"
C7B01,SECONDARY CARCINOID TUMORS OF DISTANT LYMPH NODES
C7B02,SECONDARY CARCINOID TUMORS OF LIVER
C7B03,SECONDARY CARCINOID TUMORS OF BONE
C7B04,SECONDARY CARCINOID TUMORS OF PERITONEUM
C7B09,SECONDARY CARCINOID TUMORS OF OTHER SITES
C7B1,SECONDARY MERKEL CELL CARCINOMA
C7B8,OTHER SECONDARY NEUROENDOCRINE TUMORS
C800,"DISSEMINATED MALIGNANT NEOPLASM, UNSPECIFIED"
